Profile_id,Layer,Horizon code,Start (cm),End (cm),Organic Matter (%),Clay (<2 mu) (%),Silt (2-50 mu) (%),Loam (=silt+clay) (%),Sand (>50mu) (%),Median of sand fraction (mu),pH-KCl,CEC (mmol/kg),Ca-exch (mmol/kg),K-exch (mmol/kg),kationen Na-uit (mmol/kg),kationen Mg-uit (mmol/kg),Total P (mg P2O5/kg),Carbon (%),Total N(%),Bulk density (g per cm3),Laboratory code,Org. matter method,pH method,CEC method,Ca Mg method,Na K method,Total P method,Carbon Method,Total N method,Texture method (m = measurement; s = hand estimate),Soil Classification code,Soil map legend code,X,Y,Year
311,2,1ACg,6,30,5.6,28,57,85,14,80,5.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,gM5p315b,gMn,20645,372865,1959
311,3,1Cg1,30,40,1.6,30,55,85,15,80,6.2,-99,134,7,3,50,-99,-99,-99,-99,BL,135,2,,130B,130A,,,,m,gM5p315b,gMn,20645,372865,1959
311,4,1Cg2,45,65,1,34,59,93,8,-99,7.2,-99,175,8,6,66,-99,-99,-99,-99,BL,135,2,,130B,130A,,,,m,gM5p315b,gMn,20645,372865,1959
311,5,1Cg3,70,90,0.8,31,59,90,7,-99,7.1,-99,157,8,10,71,-99,-99,-99,-99,BL,135,2,,130B,130A,,,,m,gM5p315b,gMn,20645,372865,1959
312,1,1Ap,0,20,0,6,17,23,80,130,5.8,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,135,2,,,,,,39,m,4h423,pZg,22520,363950,1960
312,2,1Ahg,22,27,1.2,7,14,21,80,125,5.5,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,135,2,,,,,,39,m,4h423,pZg,22520,363950,1960
312,3,1ACg,27,40,0.8,3,10,13,87,125,5.4,-99,-99,-99,-99,-99,-99,-99,0,-99,BL,135,2,,,,,,39,m,4h423,pZg,22520,363950,1960
312,4,1Cg1,45,60,0.3,1,5,6,95,120,5.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,4h423,pZg,22520,363950,1960
312,6,1Cg3,85,110,0.2,6,20,26,74,120,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,4h423,pZg,22520,363950,1960
312,7,1Cg4,110,120,0.1,7,34,41,59,115,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,4h423,pZg,22520,363950,1960
351,1,1Ap,0,20,16.3,6,23,29,71,120,5.5,-99,-99,-99,-99,-99,-99,-99,-99,1.015,BL,134-2,2,,,,,,,m,v4d424,Wg,183820,388960,1969
351,2,2Cu,20,25,13.9,7,26,33,67,120,5,-99,-99,-99,-99,-99,-99,-99,-99,0.956,BL,134-2,2,,,,,,,m,v4d424,Wg,183820,388960,1969
351,3,3Cu1,25,30,4.1,8,44,52,48,95,4.4,-99,-99,-99,-99,-99,-99,-99,-99,1.417,BL,134-2,2,,,,,,,m,v4d424,Wg,183820,388960,1969
351,4,3Cu2,30,40,1.9,7,48,55,45,90,4.3,-99,-99,-99,-99,-99,-99,-99,-99,1.623,BL,135,2,,,,,,,m,v4d424,Wg,183820,388960,1969
351,5,3Cu3,40,60,1.3,7,37,44,54,120,4.4,-99,-99,-99,-99,-99,-99,-99,-99,1.754,BL,135,2,,,,,,,m,v4d424,Wg,183820,388960,1969
364,1,1Ap,0,25,0.9,15,26,41,59,95,7.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p225a,Mn,31150,395800,1983
364,3,1Cwg2,40,60,0.2,11,15,25,75,95,7.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p225a,Mn,31150,395800,1983
372,1,1Ap,0,30,1.8,24,-99,-99,-99,-99,7.6,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,s,M5p235a,Mn,29400,376290,1993
372,2,1Cg1,30,80,1.1,19,-99,-99,-99,-99,7.8,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,s,M5p235a,Mn,29400,376290,1993
372,3,1Cg2,80,100,1,21,-99,-99,-99,-99,7.9,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,s,M5p235a,Mn,29400,376290,1993
372,4,1Cg3,100,150,1.3,16,-99,-99,-99,-99,7.8,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,s,M5p235a,Mn,29400,376290,1993
379,1,1Ap,0,30,2,12,29,40,60,95,7.5,-99,-99,-99,-99,-99,-99,-99,-99,1.63,BL,134-2,2,,,,,,,m,M5p225a,Mn,30200,391065,1984
379,2,1Cwg1,30,50,0.7,13,23,37,64,95,7.6,-99,-99,-99,-99,-99,-99,-99,-99,1.62,BL,134-2,2,,,,,,,m,M5p225a,Mn,30200,391065,1984
379,3,1Cwg2,50,85,0.5,9,17,25,75,100,7.8,-99,-99,-99,-99,-99,-99,-99,-99,1.55,BL,134-2,2,,,,,,,m,M5p225a,Mn,30200,391065,1984
379,4,1Cg,85,120,0.5,8,13,20,80,105,7.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p225a,Mn,30200,391065,1984
403,1,1Ap,0,35,3.5,30,54,84,16,85,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
403,2,1Cwg,35,50,4.6,43,52,95,6,-99,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
403,3,1Ahb1,50,60,7.4,45,38,83,17,95,7.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
403,4,1Ahb2,60,70,24.7,39,50,89,11,120,6.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
403,5,1Cg1,70,80,3.1,55,40,95,6,-99,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
403,6,1Cg2,80,120,1.2,33,63,96,4,-99,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,27450,388150,1984
419,2,1Apg,5,20,5.1,21,28,49,51,200,5.6,162,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,128B,,,23,,,m,R5p235c,Rn,197670,402810,1972
419,3,1Cg1,20,38,3.5,27,36,63,37,190,5,171,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,128B,,,23,,,m,R5p235c,Rn,197670,402810,1972
419,4,1Cg2,38,72,1.8,31,58,89,11,190,4.7,154,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,128B,,,23,,,m,R5p235c,Rn,197670,402810,1972
419,5,1Cg3,72,115,0.7,32,22,55,45,240,5,131,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,128B,,,23,,,m,R5p235c,Rn,197670,402810,1972
422,1,1Aap,0,29,1.7,4,9,12,88,255,6.1,-99,-99,-99,-99,-99,-99,0.8,0.1,-99,BL,134-2,2,,,,,136,39,m,4r512,bEZ,200580,405430,1971
422,2,1Aa,29,52,1.1,5,11,16,84,245,5.2,-99,-99,-99,-99,-99,-99,0.7,0.1,-99,BL,134-2,2,,,,,136,39,m,4r512,bEZ,200580,405430,1971
422,3,1Eub,52,80,0.4,8,20,28,72,160,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r512,bEZ,200580,405430,1971
422,4,1Btb,80,115,0,18,30,48,52,140,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r512,bEZ,200580,405430,1971
425,1,1Apg,0,25,2.4,24,39,63,37,80,7.5,-99,141,5,2,15,-99,-99,-99,-99,BL,134-2,2,,130B,130A,,,,m,M5p235a,Mn,27020,388130,1971
425,2,1Cwg1,25,34,3.1,26,40,66,34,70,7.7,-99,137,5,3,19,-99,-99,-99,-99,BL,134-2,2,,130B,130A,,,,m,M5p235a,Mn,27020,388130,1971
425,3,1Cwg2,34,43,4.6,43,50,93,7,-99,7.6,-99,194,6,3,35,-99,-99,-99,-99,BL,134-2,2,,130B,130A,,,,m,M5p235a,Mn,27020,388130,1971
425,4,1Ahgb,43,56,4.9,23,42,65,35,90,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p235a,Mn,27020,388130,1971
425,5,1Cg1,56,80,0.7,16,33,49,51,85,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p235a,Mn,27020,388130,1971
429,1,1Ap,0,25,0.5,35,46,80,20,100,7.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,25810,393050,1984
429,2,1Cwg1,25,50,0.8,39,50,90,11,75,7.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,25810,393050,1984
429,3,1Cwg2,50,80,1,31,49,80,20,80,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,25810,393050,1984
429,4,1Cg1,80,130,1,28,45,73,27,90,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,25810,393050,1984
438,1,1Ap,0,32,5.6,5,5,10,90,190,5,-99,-99,-99,-99,-99,1,3.4,0.1,-99,BL,134-2,2,,,,23,136,39,m,4i432g9,pZn,180800,408260,1972
438,2,1Cu1,32,38,0.1,3,7,9,91,185,5.3,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4i432g9,pZn,180800,408260,1972
438,3,1Cu2,38,70,0.1,3,2,5,95,175,5.7,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4i432g9,pZn,180800,408260,1972
438,4,1Cg,70,95,0.1,7,10,18,82,155,5.3,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4i432g9,pZn,180800,408260,1972
438,5,1Cr,95,120,0.2,4,0,4,96,340,5.5,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4i432g9,pZn,180800,408260,1972
440,1,1A/Bp,5,27,4.5,3,4,7,93,180,4.6,-99,-99,-99,-99,-99,1,2.6,0.2,-99,BL,134-2,2,,,,23,136,39,m,2r431,Hn,184025,404285,1972
440,3,1BCe,30,50,0.9,3,3,5,95,175,4.7,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r431,Hn,184025,404285,1972
440,4,1Ce,60,80,0,3,1,4,96,175,4.8,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r431,Hn,184025,404285,1972
441,1,1Aap,0,24,3.5,3,6,9,91,180,4.3,-99,-99,-99,-99,-99,2,1.9,0.1,-99,BL,134-2,2,,,,23,136,39,m,4s431,zEZ,186315,405910,1972
441,2,1Aa1,24,43,3.6,3,6,9,91,185,3.9,-99,-99,-99,-99,-99,1,2.1,0.1,-99,BL,134-2,2,,,,23,136,39,m,4s431,zEZ,186315,405910,1972
441,3,1Aa2,43,68,4.6,3,7,10,90,185,3.9,-99,-99,-99,-99,-99,1,2.6,0.1,-99,BL,134-2,2,,,,23,136,39,m,4s431,zEZ,186315,405910,1972
441,4,1Aa3,68,98,3.9,3,6,9,91,180,4.1,-99,-99,-99,-99,-99,1,2.3,0.1,-99,BL,134-2,2,,,,23,136,39,m,4s431,zEZ,186315,405910,1972
441,5,1ABb,98,132,4.4,2,7,10,91,180,4.3,-99,-99,-99,-99,-99,0,2.2,0.1,-99,BL,134-2,2,,,,23,136,39,m,4s431,zEZ,186315,405910,1972
441,6,1Bwsb,132,140,0.7,1,1,2,98,180,4.5,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4s431,zEZ,186315,405910,1972
445,1,1Ap,0,22,5.8,4,9,13,87,145,4.5,-99,-99,-99,-99,-99,2,3.2,0.2,-99,BL,134-2,2,,,,23,136,39,m,2r422,Hn,190770,401540,1972
445,3,1Bhe2,24,40,2.6,5,12,17,83,140,4.4,-99,-99,-99,-99,-99,0,1.3,0.1,-99,BL,134-2,2,,,,23,136,39,m,2r422,Hn,190770,401540,1972
445,4,1BCg,40,70,0.6,4,3,7,93,135,4.6,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r422,Hn,190770,401540,1972
445,5,1Cg,70,120,0.1,4,25,29,71,145,4.6,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r422,Hn,190770,401540,1972
454,1,1Ap,0,28,1.6,7,13,20,81,215,5.7,-99,-99,-99,-99,-99,2,1.7,0.1,-99,BL,134-2,2,,,,23,136,39,m,5v513,Zb,187900,415770,1972
454,2,1Au,28,52,0.7,10,12,22,79,210,4.8,-99,-99,-99,-99,-99,2,0.5,0,-99,BL,134-2,2,,,,23,136,39,m,5v513,Zb,187900,415770,1972
454,3,1Bw1,52,78,0.5,6,8,14,86,220,4.4,-99,-99,-99,-99,-99,1,0.3,0,-99,BL,134-2,2,,,,23,136,39,m,5v513,Zb,187900,415770,1972
454,4,1Bw2,78,106,0.4,3,6,9,91,250,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,5v513,Zb,187900,415770,1972
454,5,1Cu,106,145,0.2,2,4,6,94,250,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,5v513,Zb,187900,415770,1972
454,6,1Cg1,145,192,0.3,15,56,71,29,105,3.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,5v513,Zb,187900,415770,1972
467,1,1Aap,0,20,4.3,3,4,7,93,195,5,-99,-99,-99,-99,-99,2,1.7,0.2,-99,BL,134-2,2,,,,23,136,39,m,2q431,cHn,177855,416610,1971
467,2,1Aa2,20,34,4.4,2,5,7,93,195,5,-99,-99,-99,-99,-99,1,1.9,0.2,-99,BL,134-2,2,,,,23,136,39,m,2q431,cHn,177855,416610,1971
467,4,1Bhe,40,48,0.2,3,5,9,91,195,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q431,cHn,177855,416610,1971
467,5,1Ce1,55,70,0.2,1,2,3,97,195,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q431,cHn,177855,416610,1971
467,6,1Ce2,90,110,0.2,0,2,2,98,205,5.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q431,cHn,177855,416610,1971
476,1,1Aap,0,25,4.8,4,10,14,86,165,4.9,-99,-99,-99,-99,-99,2,-99,0.2,-99,BL,134-2,2,,,,23,,39,m,4s432g11,zEZ,173970,405800,1969
476,2,1Aa2,25,40,4.8,3,9,11,89,165,4.2,-99,-99,-99,-99,-99,2,-99,0.2,-99,BL,134-2,2,,,,23,,39,m,4s432g11,zEZ,173970,405800,1969
476,3,1Ahb,80,95,3.7,4,15,18,82,185,3.9,-99,-99,-99,-99,-99,1,-99,0.1,-99,BL,134-2,2,,,,23,,39,m,4s432g11,zEZ,173970,405800,1969
476,4,1Bwsb,95,115,1.1,4,13,17,83,185,4.4,-99,-99,-99,-99,-99,-99,-99,0,-99,BL,134-2,2,,,,,,39,m,4s432g11,zEZ,173970,405800,1969
488,1,1Aap,0,30,6.7,3,8,11,89,155,5.4,-99,-99,-99,-99,-99,-99,3.7,0.2,-99,BL,134-2,2,,,,,136,39,m,4s432,zEZ,177470,395825,1977
488,2,1Aa,30,50,5.7,3,7,10,90,160,5,-99,-99,-99,-99,-99,-99,2.8,0.2,-99,BL,134-2,2,,,,,136,39,m,4s432,zEZ,177470,395825,1977
488,3,1Ahb,50,70,5.8,3,8,10,90,160,4.9,-99,-99,-99,-99,-99,-99,3.1,0.1,-99,BL,134-2,2,,,,,136,39,m,4s432,zEZ,177470,395825,1977
488,4,1Cu,70,90,0.5,2,2,4,96,155,5.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4s432,zEZ,177470,395825,1977
490,1,1Aap,0,30,2.5,4,13,17,83,140,3.6,-99,-99,-99,-99,-99,-99,1.4,0.1,-99,BL,134-2,2,,,,,136,39,m,4r422,bEZ,170275,391600,1977
490,2,1Aa,40,60,0.8,4,7,11,89,145,4,-99,-99,-99,-99,-99,-99,0.5,0,-99,BL,134-2,2,,,,,136,39,m,4r422,bEZ,170275,391600,1977
490,3,1Ahb,80,100,0.8,3,9,12,88,145,4.1,-99,-99,-99,-99,-99,-99,0.5,0,-99,BL,134-2,2,,,,,136,39,m,4r422,bEZ,170275,391600,1977
490,4,1Bwsb,110,120,0.7,3,4,7,93,140,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r422,bEZ,170275,391600,1977
514,1,1Ap,0,20,3.8,4,10,14,86,125,3.9,-99,-99,-99,-99,-99,-99,1.8,0.2,-99,BL,134-2,2,,,,,136,39,m,4k423,pZg,161775,397000,1977
514,2,1Cg1,20,40,2,5,16,21,79,120,4.1,-99,-99,-99,-99,-99,-99,0.9,0.1,-99,BL,134-2,2,,,,,136,39,m,4k423,pZg,161775,397000,1977
514,3,1Cgc,40,60,1.3,5,14,19,81,115,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4k423,pZg,161775,397000,1977
514,4,1Cg2,70,90,1.5,5,26,31,69,120,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4k423,pZg,161775,397000,1977
521,1,1Aap,0,30,2.6,5,38,43,57,125,4.3,-99,-99,-99,-99,-99,-99,1.5,0.1,-99,BL,134-2,2,,,,,136,39,m,4r424,bEZ,162500,388800,1974
521,2,1Aa1,30,60,2,5,45,50,50,120,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r424,bEZ,162500,388800,1974
521,3,1Aa2,60,80,1.4,5,48,53,47,120,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r424,bEZ,162500,388800,1974
521,4,1Cg1,80,110,0.3,4,54,58,42,115,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r424,bEZ,162500,388800,1974
521,5,1Cg2,110,120,0.1,13,63,76,24,95,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4r424,bEZ,162500,388800,1974
527,1,1Ap,0,23,4.4,5,51,57,43,140,5.3,-99,-99,-99,-99,-99,2,2.3,0.1,-99,BL,134-2,2,,,,23,136,39,m,4p81,pRn,157220,386220,1974
527,2,1ACu,23,35,2.1,5,52,57,43,135,5.4,-99,-99,-99,-99,-99,1,1.2,0,-99,BL,134-2,2,,,,23,136,39,m,4p81,pRn,157220,386220,1974
527,3,1Cg1,35,50,0.7,5,56,62,39,135,5.7,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,4p81,pRn,157220,386220,1974
527,4,2Cg1,50,90,0,8,54,63,37,120,4.1,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,4p81,pRn,157220,386220,1974
527,6,2Cg3,150,170,0,15,71,87,14,125,3.9,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,4p81,pRn,157220,386220,1974
544,1,1Ap,0,30,2.9,3,12,16,84,180,3.9,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r432,Hn,83300,394300,1976
544,2,1Bhe,30,40,1.3,3,5,7,93,190,4.6,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r432,Hn,83300,394300,1976
544,3,1BCe,40,55,0.7,3,3,5,95,185,4.7,-99,-99,-99,-99,-99,0,-99,-99,-99,BL,134-2,2,,,,23,,,m,2r432,Hn,83300,394300,1976
544,4,1Ce,55,80,0.4,3,2,5,95,185,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432,Hn,83300,394300,1976
557,1,1Ap,0,30,2.1,36,34,69,31,90,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p325a,Mn,77670,378860,1965
557,2,1Cg1,30,60,1.9,39,45,84,16,80,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p325a,Mn,77670,378860,1965
557,3,1Cg2,60,100,0.4,9,18,27,73,85,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p325a,Mn,77670,378860,1965
557,4,1Cg3,100,120,1.5,10,23,32,68,80,7.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p325a,Mn,77670,378860,1965
565,1,1Ap,0,25,4.5,30,56,86,14,75,5.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5m311cl5,Mv,67030,394810,1982
565,2,1Cg1,25,40,2.9,36,56,91,9,-99,5.7,239,149,8,8,38,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5m311cl5,Mv,67030,394810,1982
565,3,1Cg2,40,50,2.3,42,54,95,5,-99,5.4,267,123,8,29,83,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5m311cl5,Mv,67030,394810,1982
565,4,1Cg3,50,60,2.1,39,56,95,5,-99,6.1,259,106,10,55,89,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5m311cl5,Mv,67030,394810,1982
568,1,1Ap,0,30,1.6,22,43,65,35,130,6.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,K5p234c,KRn,79075,397970,1982
568,2,2Cg1,30,70,0.1,18,37,54,46,115,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,K5p234c,KRn,79075,397970,1982
568,3,2Cg2,70,90,0,57,27,83,17,115,6.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,K5p234c,KRn,79075,397970,1982
573,1,1Ap,0,30,2.1,24,39,63,37,90,7.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p232a,Mn,69445,379690,1959
573,2,1Cg,30,45,1.4,19,26,45,54,90,7.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p232a,Mn,69445,379690,1959
573,3,2Cg1,45,70,0.4,5,6,11,92,105,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p232a,Mn,69445,379690,1959
573,4,2Cg2,70,95,0.2,2,2,4,96,105,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p232a,Mn,69445,379690,1959
573,5,2Cg3,95,120,0.4,4,4,8,93,100,7.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p232a,Mn,69445,379690,1959
574,1,1Ap,0,30,3.2,31,57,88,12,85,6.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p314c,gMn,50950,382450,1971
574,2,1Cw,30,40,0.5,34,58,92,8,-99,5.9,-99,-99,-99,-99,-99,-99,-99,-99,1.447,BL,134-2,2,,,,,,,m,gM5p314c,gMn,50950,382450,1971
574,3,1Cwg,40,70,0.1,42,53,95,5,-99,5.9,-99,-99,-99,-99,-99,-99,-99,-99,1.433,BL,134-2,2,,,,,,,m,gM5p314c,gMn,50950,382450,1971
574,4,1Cg,70,100,0.1,20,66,86,14,80,6.2,-99,-99,-99,-99,-99,-99,-99,-99,1.451,BL,134-2,2,,,,,,,m,gM5p314c,gMn,50950,382450,1971
582,1,1Ah,4,9,14.6,21,55,76,24,70,3.9,-99,-99,-99,-99,-99,-99,8,0.7,-99,BL,134-2,2,,,,,136,39,m,gM5p235cv10,gMn,60540,390270,1981
582,2,1Cwg1,20,25,6.9,22,59,80,20,70,3.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p235cv10,gMn,60540,390270,1981
582,3,1Cwg2,45,50,0.6,31,52,83,17,70,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p235cv10,gMn,60540,390270,1981
582,4,1Cwg3,85,90,0.3,27,53,80,20,70,5.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p235cv10,gMn,60540,390270,1981
596,1,1Ap,0,20,2.6,35,54,89,11,80,7.4,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,135,2,,,,23,,,m,M5p325a,Mn,54940,386900,1960
596,2,1Cwg1,20,50,1.5,34,60,94,6,-99,7.5,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,135,2,,,,23,,,m,M5p325a,Mn,54940,386900,1960
596,3,1Cwg2,50,110,1.7,28,61,89,11,70,7.5,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,135,2,,,,23,,,m,M5p325a,Mn,54940,386900,1960
602,1,1Ap,10,15,2.8,15,48,63,37,85,6.1,-99,-99,-99,-99,-99,-99,-99,-99,1.661,BL,134-2,2,,,,,,,m,gM5p223c,gMn,52930,392260,1969
602,2,1Cwg,30,35,2.9,38,51,89,11,80,5.6,-99,-99,-99,-99,-99,-99,-99,-99,1.465,BL,134-2,2,,,,,,,m,gM5p223c,gMn,52930,392260,1969
602,3,1Cg1,60,65,2.3,33,57,90,10,-99,6.7,-99,-99,-99,-99,-99,-99,-99,-99,1.379,BL,134-2,2,,,,,,,m,gM5p223c,gMn,52930,392260,1969
602,4,1Cg2,90,95,1.4,18,46,64,36,80,7.3,-99,-99,-99,-99,-99,-99,-99,-99,1.468,BL,134-2,2,,,,,,,m,gM5p223c,gMn,52930,392260,1969
609,1,1Ap,0,30,2.7,27,56,83,17,85,5.3,188,117,5,35,33,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
609,2,1ACg1,30,40,1.4,34,49,83,17,85,6,219,155,5,32,41,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
609,3,1Cwg1,42,52,1.1,29,56,85,14,85,6.9,236,172,5,28,39,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
609,4,1Cwg2,53,59,1.1,37,55,92,8,-99,6.9,241,194,5,25,47,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
609,5,1Cg1,61,75,0.9,26,65,91,10,-99,7.3,245,195,5,19,45,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
609,6,1Cg2,77,95,0.9,38,57,95,5,-99,7.1,233,195,5,16,55,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,M5p234b,Mn,45785,378740,1956
